B_Cell_1,T_B_Cells,T_Cell_1,Macrophage_1,T_Cell_2,Macrophage_2,Endothelial,Vimentin-hi,Small_Circular,Small_Elongated,Fibronectin-hi,Large_Elongated,SMA_hi_Vimentin,Hypoxic,Apoptotic,Proliferative,p53+_EGFR+,Basal_CK,CK7+_CKhi_Cadherin,CK7+_CK+,Epithelial-low,CK-low_HR-low,CK+_HR-hi,CK+_HR+,CK_HRlow_p53+,Cklow_HR-hi,Myoepithelial
0,1.938164415,3.532925168,3.15123924,1.46104316,0,2.574986513,3.648563881,3.18531903,4.183677083,2.46104316,0,1.938164415,2.892406924,2.858983169,3.246372995,4.752855848,2.858983169,1.46104316,2.063103152,2.841254402,2.364133147,0,2.952404854,1.762073156,0,2.540224406
3.470021411,2.665541222,4.209609267,3.23957249,0,0,2.364511227,4.227834087,3.193814999,3.85587292,2.841632481,0,2.607549275,0,1.762451235,2.938542494,0,0,0,2.364511227,2.063481231,3.353515842,3.99033794,2.23957249,2.762451235,0,0
2.081673416,1.303522166,3.960578018,3.799066503,2.00249217,0,3.178583429,3.433855934,2.148620206,3.154780514,0,0,0,1.303522166,3.123066101,4.815672703,2.993718246,2.00249217,0,0,2.905582157,2.479613425,0,2.701462174,1.604552161,0,0
0,1.728862661,3.554937463,2.890230663,0,0,3.675805931,4.011031439,2.808043907,4.111779796,2.842806013,0,2.68310517,1.728862661,2.573960701,3.336317684,2.272930705,1.728862661,1.427832665,4.536397689,2.272930705,2.919194359,2.029892656,2.541776017,2.382075174,0,1.90495392
2.109611401,2.489822642,3.724508617,3.166516252,4.362949406,1.711671392,3.643637507,3.794456762,2.313731383,3.471339237,2.109611401,0,2.012701388,0,1.410641396,3.166516252,2.188792647,0,1.887762651,2.410641396,2.556769432,4.492708331,3.397413131,2.966943897,2.753064077,1.410641396,0
2.554880346,2.855910342,4.210232246,4.028772631,0,0,2.679819083,3.912391698,2.776729096,4.008877802,2.962365673,0,0,1.901667832,2.554880346,3.630021614,1.901667832,0,0,1.901667832,3.213421693,3.371489848,2.998577845,2.746765872,4.216587888,1.600637836,0
0,1.891299703,3.912489002,3.908333042,1.891299703,0,3.005243055,3.912489002,3.170053304,4.347665736,2.932692388,0,3.037427739,0,1.891299703,2.669450953,0,0,0,2.192329699,2.932692388,2.932692388,3.70421306,2.932692388,3.96318171,0,0
0,0,3.195338183,3.394910538,0,0,3.660224982,2.961254977,3.672459438,4.243261736,3.230100289,0,4.141462802,0,0,0,0,0,2.894308188,2.718216928,2.417186933,2.417186933,0,0,3.563314969,0,2.116156937
1.457572963,2.688021884,3.965428834,3.376651055,2.059632954,0,3.270486319,2.799995644,3.110785476,3.846739047,0,0,0,1.457572963,2.156542967,2.934694217,2.156542967,0,0,4.59682218,2.688021884,2.457572963,2.411815472,2.661692945,2.36066295,0,0
1.501868716,1.501868716,3.183109953,2.882079958,0,0,2.824088011,3.680845663,2.280019966,3.451258722,3.257743572,0,1.501868716,4.425112734,3.340717807,2.916842064,2.780622317,4.455145053,1.501868716,2.280019966,1.978989971,2.404958703,0,3.280019966,1.501868716,0,2.280019966
0,1.821338102,2.474550616,2.298459357,0,0,0,3.678670599,2.750757028,3.260670796,2.365406147,0,1.821338102,0,3.298459357,0,1.520308107,0,1.520308107,0,1.821338102,1.520308107,1.520308107,2.122368098,2.634251459,4.721158605,0
2.775730077,1.798006472,3.839399157,2.894916485,2.400066463,0,3.692876129,4.314541846,2.752248981,3.655338968,3.389071079,0,3.856811959,1.798006472,0,2.342074516,1.496976476,0,3.109760333,0,1.496976476,2.727425398,4.366208196,2.839399157,3.041044521,0,1.798006472
0,2.705126125,3.120099473,3.24294522,0,0,3.24294522,4.189425965,2.40409613,3.649608797,3.236605042,0,2.682849731,2.006156121,2.006156121,2.445488815,0,3.189425965,2.24919417,2.705126125,1.881217384,2.881217384,4.551463237,3.111666306,3.196487819,2.103066134,1.881217384
0,1.854578267,3.072062211,3.488046722,0,0,2.968521619,2.252518276,3.030669526,4.036421855,0,0,0,1.553548271,0,0,0,0,0,4.809543998,3.586972027,2.984912035,1.854578267,2.553548271,3.46203329,0,0
0,0,3.454239441,3.839590323,0,0,3.362469068,4.536853863,3.086262656,3.983278495,3.035110134,0,0,0,0,0,0,0,0,0,0,0,2.609141401,2.433050142,2.910171397,0,0
1.613212195,1.613212195,3.353574885,3.604438271,1.914242191,0,2.8684847,3.998818469,2.654604881,3.59998393,2.914242191,1.914242191,2.891965796,1.613212195,2.789303454,2.654604881,1.914242191,2.567454705,1.914242191,2.215272187,1.613212195,3.3121822,3.028185543,4.704175272,2.789303454,1.613212195,0
1.542696539,2.387794579,3.698032576,2.957669887,0,0,3.019817794,2.320847789,3.520420144,4.223937776,2.621877785,0,1.542696539,0,2.496939048,2.241666543,0,0,1.843726534,3.09899904,3.501737931,3.387794579,3.258699882,3.110898263,4.808692909,0,0
0,2.185970939,3.469272167,3.19457111,0,0,2.918364698,4.042095383,3.203004278,4.057543874,3.833353909,0,2.809220229,0,2.441243444,1.78803093,2.332098974,4.06792591,3.168242172,1.964122189,2.089060926,2.742273439,2.441243444,4.445086783,3.257852946,1.964122189,2.809220229
1.740896113,0,3.496770969,2.740896113,0,0,3.805354103,3.704683941,3.592154462,3.963612585,3.102623949,0,2.854839466,0,2.218017368,2.820077359,0,2.218017368,2.695138623,3.155869461,2.695138623,3.412993971,3.121107355,2.695138623,4.458566616,0,0
0,2.554707231,2.962192557,3.105614699,1.600464721,0,3.144532765,3.62165402,3.118978661,4.135758841,3.324740591,1.600464721,2.503554708,0,1.901494717,3.233933177,1.901494717,0,0,2.922684016,3.233933177,4.313955264,3.144532765,3.047622752,3.168666445,0,0
1.579432047,2.181492039,4.038824535,3.47152665,1.579432047,0,3.454493311,3.46024564,3.508850973,4.234570482,2.357583298,0,3.49851014,0,2.809880969,2.181492039,0,0,0,4.297933736,3.097945987,1.880462043,2.809880969,2.834704552,3.202681338,0,0
0,0,2.967419514,3.422264374,0,0,2.511487558,0,3.444540768,4.190135985,1.967419514,0,0,0,2.268449509,2.569479505,0,2.745570764,0,3.429817511,3.727087358,2.988608813,3.839575786,3.630177345,4.393930775,0,0
0,2.572546351,3.923347963,3.813808141,0,0,3.483323166,2.426418315,3.736048482,4.354814167,2.329508302,0,3.295650035,0,0,2.204569565,0,0,0,3.608261903,3.68169082,1.727448311,0,2.630538298,2.768840996,0,0
0,2.616871614,3.461969654,3.20514332,2.755174312,0,2.917901609,3.326565483,3.337030917,4.077393607,3.552630717,0,1.713781627,0,0,2.827724979,1.713781627,1.713781627,2.315841618,2.014811622,2.412751631,4.379362618,2.014811622,1.713781627,2.558879667,2.190902881,0
0,2.353808081,3.654838076,3.609080586,0,0,2.256898068,3.288306532,3.46101805,4.556840968,3.775412008,1.955868072,2.131959331,3.499936116,3.794717163,2.499936116,0,1.955868072,2.256898068,2.353808081,2.955868072,2.557928063,0,2.131959331,2.654838076,0,0
1.630201762,0,3.740791472,4.046842269,0,0,3.362595522,4.1257461,2.834321745,3.860650683,2.776329798,0,0,0,1.630201762,2.232261753,1.630201762,0,1.931231758,1.630201762,2.107323017,2.329171766,4.351187506,2.475299802,2.630201762,0,1.630201762
0,2.177670616,3.001579357,3.256851862,0,0,2.979302963,3.478700612,3.729933139,4.319642692,1.700549362,0,1.700549362,0,2.302609353,2.700549362,0,0,0,2.814492714,3.080760603,3.603639349,4.579645241,3.408119538,3.725855227,3.080760603,1.700549362
2.919692049,3.712566557,4.512672383,3.478483351,0,0,3.401776724,3.435017657,3.612630089,4.306098753,1.758324047,0,2.712566557,0,1.457294052,2.411536561,0,2.633385311,2.235445302,3.927116068,3.220722045,1.758324047,3.674777996,2.411536561,3.256634601,0,1.457294052
2.087976442,2.953277869,3.853893236,3.381707199,0,0,3.667760039,3.374283181,3.560245194,4.438224461,3.154923232,0,3.264067701,1.911885183,2.690036434,2.991066429,2.309825192,3.497345913,0,3.894156416,4.220449597,3.116005166,2.565097697,2.72479854,3.922609049,0,2.455953228
3.225631358,2.727320804,4.001478654,3.166653498,0,0,2.994492533,4.039074665,2.970358853,3.975294071,2.380533318,0,3.218682498,1.426290809,2.681563314,3.523200822,1.727320804,0,0,2.681563314,2.841264157,4.590941025,3.252365611,3.150566678,3.490748798,2.970358853,0
0,1.967589439,3.699983199,3.24634304,0,0,3.56964943,3.752919274,2.905441532,4.002351545,2.444710694,0,3.617572982,1.79149818,1.967589439,2.905441532,1.79149818,2.444710694,1.967589439,2.995618162,3.12393664,2.745740689,2.720917106,3.449509576,4.746222971,0,0
0,2.834032288,3.470854385,3.547242731,0,0,3.180819774,3.685969752,3.465250508,4.102506249,1.879789778,0,2.48184977,1.578759783,1.578759783,2.657941029,0,2.857513383,2.055881037,4.47029724,2.809208704,1.578759783,3.1102387,3.04115778,3.442082643,0,3.286329959
2.81436514,4.091035789,4.138460439,3.170912463,2.551123705,0,3.02824496,3.906511363,3.095191749,3.912851541,3.07400245,0,3.115395135,2.250093709,2.07400245,3.153183696,2.250093709,1.772972454,0,2.471942459,1.772972454,4.099308315,3.095191749,3.278122433,2.250093709,1.772972454,0
0,3.023705057,3.081697003,2.822059693,1.479637012,0,3.658613959,2.801856307,3.278977562,4.251224493,2.257788263,1.479637012,0,1.956758267,2.655728271,3.886177193,1.956758267,3.059420609,0,2.593580364,4.003383479,4.195640356,2.780667008,2.710085934,3.965358439,0,2.521029697
1.335042289,2.113193539,3.161117091,2.732982297,2.034012293,0,3.743282254,2.866521206,2.511133548,3.599860112,1.636072284,0,3.23266938,2.180140329,2.78220032,2.414223535,0,2.891344789,0,1.636072284,2.926106896,4.942390065,3.604555233,2.590314794,3.388120732,3.308170142,2.113193539
1.579389176,3.242147007,3.269585256,2.921811857,0,0,2.357540426,3.561660409,2.901608471,3.778046263,2.858142777,0,0,1.579389176,2.181449167,2.27835918,2.27835918,1.579389176,2.357540426,4.443900257,2.482479163,2.357540426,1.880419171,3.041787174,2.27835918,0,2.181449167
0,2.1124941,3.161712123,2.932038036,0,0,2.828497444,1.714554092,3.270856592,4.076281928,1.714554092,1.413524096,0,2.454916781,4.631534139,2.90488579,0,3.337803382,2.527467448,2.367766605,3.889195284,2.413524096,1.890645351,2.527467448,2.015584087,0,0
1.801081865,0,3.270903881,4.306909899,4.205915582,1.500051869,3.403141856,4.113893691,2.102111861,3.326126672,2.77880547,0,2.704171852,2.579233115,3.306231843,3.740601118,3.018565809,2.991413563,1.500051869,1.977173124,3.05635437,2.822271164,2.962449867,2.454294379,3.449441876,0,0
2.088277909,2.088277909,3.920786822,3.951600769,2.088277909,0,2.565399164,3.389307905,3.36703151,4.353095732,3.167459155,2.088277909,2.787247913,2.088277909,0,2.866429159,2.088277909,0,0,4.305761853,0,2.933375949,0,3.167459155,0,0,2.389307905
0,0,3.53600182,3.700061992,0,0,2.22779324,2.954791968,3.093094666,4.024829835,2.864615338,0,0,2.051701981,3.182035749,3.521523997,2.051701981,1.750671985,0,4.682129856,2.704914495,3.695154657,1.750671985,3.29474003,2.896800021,0,2.528823236
0,0,4.003619516,3.265784251,3.137754437,0,3.364538405,3.690596406,3.317962263,4.106903993,2.635079078,0,0,1.894716389,2.195746384,3.265784251,0,0,0,2.547928902,3.149988894,2.894716389,4.450415283,2.872439994,3.432535484,0,0
2.940822962,1.940822962,4.279279455,3.736702979,1.639792966,0,3.669176744,3.33876297,3.102190964,3.753736318,3.594035476,0,2.116914221,0,1.940822962,1.940822962,2.639792966,1.639792966,4.49227296,2.542882953,1.940822962,2.785921002,2.116914221,1.940822962,2.33876297,0,1.940822962
1.473541825,0,3.658233256,3.221729852,3.029844326,0,3.418024497,3.342773545,2.752295426,3.189545169,1.95066308,0,0,0,2.835269661,2.587485177,1.473541825,3.205935585,1.473541825,0,1.473541825,4.633109018,2.552723071,2.95066308,1.774571821,0,2.318639865
0,2.67862091,2.979650906,2.448171989,2.402414498,0,3.120269847,3.555381958,3.588051075,4.445121237,2.809899825,0,1.925293244,0,2.67862091,3.188534678,2.05023198,3.489564674,1.749201984,2.939533683,3.465205328,3.565443284,3.527353235,2.966685929,4.393640574,1.448171989,3.101384503
0,1.812957548,3.854350234,2.873655389,0,0,3.572625393,3.236203422,3.594712923,4.125769375,3.113987544,0,2.113987544,0,2.466170062,2.113987544,0,2.290078803,2.357025593,2.290078803,2.466170062,1.812957548,0,4.254652684,0,0,0
1.855992769,2.45805276,4.323600874,3.694841859,0,0,3.463447792,3.19841545,3.528090627,4.469834591,3.270966117,1.554962773,0,0,2.45805276,3.333114023,0,1.855992769,0,2.668906125,3.418285633,3.887401233,3.418285633,2.759082756,3.528090627,0,0
1.844363401,1.543333405,3.382182496,3.643703951,1.543333405,0,3.55617063,3.871713009,3.424146998,4.191693416,3.034695099,0,0,0,1.543333405,2.446423392,0,0,2.584726091,2.584726091,2.689461441,3.497575915,3.375842318,2.719424665,4.614109868,0,0
2.985388163,2.702841573,3.644849626,2.902413928,0,0,3.688118317,3.191862051,3.203443924,3.883731715,2.322630332,0,1.623660327,1.623660327,2.401811578,3.179962828,0,2.769788363,1.924690323,2.401811578,2.924690323,3.699207289,2.401811578,2.665053013,4.760063776,0,2.225720319
2.151704119,1.373552869,3.036310701,2.60400179,1.97561286,0,3.151704119,2.577672852,1.674582865,2.218650909,2.941754593,0,1.373552869,2.487496221,0,2.072522873,4.792185556,0,1.850674124,0,0,2.65230647,0,0,1.674582865,0,0
2.803151253,2.140393422,4.128059687,3.552013128,0,0,3.370842343,3.054207274,2.763642712,3.834120371,2.972902335,0,0,1.441423417,1.742453413,2.219574668,2.043483409,1.918544672,2.043483409,2.617514677,2.043483409,2.918544672,2.720177018,3.428195152,4.610215438,0,0
2.726314924,1.985952234,3.894437253,3.116286003,2.463073489,0,3.477313928,3.706111538,3.253123963,4.271509543,3.61942069,1.684922239,3.497835595,2.28698223,0,2.764103485,1.684922239,3.162043493,3.802193534,3.328374915,2.684922239,3.308171529,3.917918349,1.684922239,3.689243612,0,2.96367584
0,2.326427519,3.574751164,3.506635344,0,0,3.350561199,3.611663248,3.445117306,4.543911463,3.313838392,1.782359475,2.627457515,2.08338947,2.326427519,3.468101213,1.481329479,2.08338947,1.481329479,2.08338947,3.114797935,4.082302375,1.481329479,1.958450734,2.560510725,1.481329479,0
0,1.949298413,3.19849677,3.47757219,0,0,3.000450935,3.592751089,2.347238421,3.53757012,1.824359676,0,1.648268417,2.250328408,2.426419667,3.372544287,2.046208426,0,1.648268417,2.250328408,2.778602186,4.893781085,3.210561282,3.437143533,3.286757674,0,0
0,2.318903552,2.443842288,2.955725649,2.619933547,0,3.097054802,2.955725649,1.841782297,3.184204978,0,0,0,3.239722306,3.6678571,3.531978377,3.475250752,1.841782297,1.841782297,2.443842288,0,3.612634309,4.876811579,3.531978377,2.841782297,3.273146061,0
0,1.770284889,3.726933469,3.983802646,0,0,3.428296286,3.995594171,3.39867382,4.414723479,2.645346153,1.469254894,3.102723349,0,2.372344881,2.168224898,1.469254894,2.510647579,0,1.770284889,2.645346153,2.372344881,4.545531149,2.61538293,3.529952734,0,0
0,2.681193989,3.681193989,3.158315243,0,0,3.473585678,3.260977585,3.362435226,4.12835202,2.936466494,1.982223984,2.885313971,0,0,2.459345239,0,0,0,2.885313971,3.413587749,2.459345239,3.237496489,1.982223984,3.28325398,0,0
2.730204835,3.086752158,4.398929515,3.546144646,1.68881215,0,2.989842145,3.652599977,3.396382326,4.26745136,2.591902137,0,2.165933404,0,0,1.68881215,0,0,0,2.387782154,2.802755502,2.802755502,3.360910008,2.165933404,3.360910008,0,0
0,2.737903638,3.436873643,3.299846406,1.507454717,0,3.051522761,4.015310589,3.231730586,4.163552919,3.051522761,0,2.711574699,0,1.808484712,1.808484712,0,2.869182553,2.285605967,4.409457608,3.051522761,2.285605967,2.938818481,2.461697226,3.451937389,0,0
0,2.184359171,3.263540417,3.029457211,0,0,2.485389166,3.555427033,3.20554847,4.239355032,2.997272527,0,0,4.289869355,2.997272527,3.463112772,3.113778096,2.786419162,1.883329175,2.184359171,3.661480425,1.883329175,0,2.184359171,2.485389166,0,0
1.601764771,2.446862811,3.434273684,3.254977285,0,0,3.033128536,3.786456202,3.658669623,4.147071888,1.601764771,0,2.981976013,2.601764771,3.033128536,0,2.379916022,3.309334948,1.601764771,0,2.832213693,2.078886026,4.321924075,2.504854758,3.546247444,1.601764771,2.379916022
0,1.970605399,3.538807123,3.379974869,0,0,3.368545408,3.1269526,3.31302808,4.183680224,2.57266539,0,1.970605399,2.57266539,2.095544136,2.835906825,0,3.686608743,2.192454149,4.623174036,3.183680224,3.037552189,2.772237745,3.593854689,3.882650229,0,0
1.504819346,2.805849341,4.022015243,3.220822689,1.504819346,1.504819346,3.666187348,3.750332013,3.304159895,4.223321034,2.735268267,0,3.622090641,2.106879337,3.463860738,3.767270435,2.459061855,3.521852685,2.459061855,4.064725971,2.82703864,2.546212031,1.504819346,3.835233119,3.009969324,0,2.735268267
0,0,3.343292381,2.690079868,0,0,2.088019876,3.420458336,3.760117734,4.667231656,4.047061269,2.264111135,3.109209175,0,1.786989881,1.786989881,0,0,0,3.234147912,0,3.065743481,0,1.786989881,2.900933233,0,0
0,2.016995007,3.556907092,3.619054999,0,0,3.608059614,4.293456811,3.247443929,4.377462191,2.44296374,2.016995007,2.238843757,1.539873753,0,2.238843757,1.539873753,0,0,2.44296374,2.901601589,2.770322674,3.840903748,2.494116262,4.323062444,0,0
0,1.879565372,3.402444118,3.499354131,0,0,3.208624092,2.946512162,3.035912573,4.12835575,1.879565372,0,1.703474113,1.879565372,2.305534105,3.609269994,1.402444118,0,1.402444118,4.579403098,4.007749164,3.837013022,2.764171954,3.055656631,3.667261941,0,0
0,2.737382818,3.582480858,3.110963481,0,0,3.093930142,4.005620301,3.127353897,3.874967081,1.997020129,0,3.093930142,0,1.695990133,2.298050125,0,3.420266003,0,2.926439055,2.298050125,3.481319968,4.360632109,3.158388131,3.173111388,1.997020129,3.329458589
0,1.466116142,2.545297388,3.022418643,0,0,3.487305441,4.07783945,2.997595059,3.737957749,3.792452003,0,1.767146138,2.642207401,2.420358652,3.206478832,2.244267393,1.466116142,4.467849855,2.670236125,2.466116142,2.897479906,1.466116142,3.363743234,3.519194586,0,0
2.980070602,2.268866141,4.358771253,3.922078655,0,0,3.499315063,2.955247018,3.105009339,4.048050197,2.569896137,0,1.724798097,2.025828093,3.025828093,3.321395192,1.724798097,2.122738106,1.423768101,1.423768101,3.321395192,4.345454577,2.122738106,2.537711453,2.870926133,0,0
0,1.610166148,2.087287402,2.212226139,0,0,2.455264188,1.911196143,3.8060658,4.224007969,2.513256135,0,0,0,0,0,0,0,0,1.610166148,4.493827583,0,2.212226139,2.388317398,2.212226139,0,0
0,2.434858484,3.068326939,2.279956524,0,0,3.434858484,2.133828488,3.51403973,4.208644929,3.460164349,1.434858484,2.58098652,2.133828488,2.610949743,3.234199033,1.434858484,3.994765109,2.882016515,4.645979025,3.198286477,2.966337401,1.73588848,2.665307405,3.542068454,0,0
0,2.026269634,3.378452153,3.216601333,0,0,3.517631328,3.32729963,3.32729963,4.148485513,2.32729963,0,2.804420885,1.725239639,2.628329626,3.026269634,1.725239639,0,0,0,3.531419613,4.47805607,3.432809815,0,3.156603403,2.980512144,2.026269634
1.580308541,0,3.351160553,3.336183397,0,0,3.419157632,3.633386985,3.233521055,4.297146265,2.835581047,1.580308541,2.279278546,4.173594609,2.659489788,3.336183397,2.810757463,0,0,3.399852477,3.609692319,2.756399801,2.534551051,3.399852477,4.137815743,0,0
0,2.384243946,3.467427935,3.743868657,0,0,3.451190736,4.036382802,3.08321395,4.074440026,2.333091424,0,3.956340714,2.810212678,1.731031432,0,0,2.032061428,2.430001437,2.892399435,2.827941445,3.137571613,4.62256889,2.791729273,3.866164084,0,2.208152687
3.53375981,1.562948199,3.966926162,2.977921547,1.261918203,0,3.551952814,2.895386659,2.562948199,3.408046239,2.642129445,0,0,3.61985305,2.584137498,2.8417018,4.665210348,2.107016243,0,0,3.348278034,0,0,3.270518375,1.562948199,1.562948199,0
1.872610087,2.802029013,3.958969918,2.802029013,0,0,3.657939922,2.802029013,3.243677949,4.222858105,2.173640083,0,0,0,1.872610087,3.127882592,0,1.571580091,0,1.571580091,3.778405967,2.270550096,2.173640083,4.349006914,2.914002772,0,0
1.925922635,1.925922635,3.71125247,2.986620475,0,0,3.611664373,3.116254333,3.91492725,4.518099392,2.947111934,0,2.579135148,0,2.829012622,2.102013894,2.22695263,3.258361095,1.624892639,2.624892639,3.130042617,2.666285324,2.90364624,4.012282465,3.437805996,0,0
3.15592242,3.528308325,4.198722869,3.088975631,2.009794385,0,3.398960469,3.890607977,3.494094224,4.182980653,3.227278329,0,3.371522221,0,0,2.663006899,0,0,0,0,2.884855648,2.611854376,2.48691564,1.708764389,3.26506689,2.009794385,0
0,1.410822544,3.556950579,2.902184237,0,0,3.687284348,2.929336483,2.586913803,3.482704551,1.711852539,0,0,1.410822544,2.313912531,2.49000379,1.711852539,0,0,0,1.711852539,1.887943798,2.452215229,2.614942526,2.808762552,4.927490103,0
0,2.213873503,3.946267263,3.80493811,0,0,2.514903499,3.74535242,3.058971543,4.046382416,2.213873503,0,0,0,3.628846851,3.469146008,0,2.992024753,0,2.514903499,3.168116012,4.310783516,2.815933494,4.046382416,3.11696349,0,3.058971543
1.91493668,2.215966676,3.32430615,3.193690281,1.437815425,0,3.660531896,3.230207115,2.835755434,3.801427405,2.039875417,0,2.47920811,1.437815425,1.437815425,2.583943461,0,3.071283881,2.956329365,3.406298374,2.91493668,2.852788773,2.392057935,3.162091295,4.799920744,0,2.340905412
3.029776225,3.054599809,3.896237317,3.141749984,0,0,3.680140896,2.644425344,3.304477282,4.024636585,1.799327304,0,2.945455339,0,0,3.054599809,0,0,0,2.644425344,3.631836216,4.451573645,2.100357299,2.702417291,3.951615648,0,0
0,2.416752632,3.741916307,2.850408193,0,0,2.872684587,3.127957093,3.778480468,4.778210636,4.065809186,1.872684587,2.826927097,0,0,0,0,0,0,2.349805842,1.872684587,1.872684587,0,1.571654592,2.048775847,0,0
0,1.855228148,3.098266196,2.855228148,2.031319407,0,3.05934813,3.706486496,3.001356183,3.900551127,4.300832351,0,2.156258143,3.74452985,1.554198152,2.633379398,2.758318135,0,4.166982009,2.156258143,1.855228148,2.253168156,1.855228148,2.832951753,3.253168156,0,0
0,1.896449406,3.302989587,3.186484018,1.595419411,0,2.709362763,3.835968659,2.595419411,3.563902359,1.595419411,0,1.595419411,2.072540665,1.896449406,2.197479402,1.595419411,0,1.595419411,2.498509398,1.595419411,2.874173012,4.798724327,2.957147247,3.010392759,0,1.595419411
0,2.156045037,3.587408801,3.449775794,2.156045037,0,3.170285476,2.979953778,3.758105028,4.482380898,0,0,0,0,1.979953778,2.457075033,0,0,0,2.156045037,3.559737375,2.457075033,3.302173073,3.369119862,4.457075033,0,0
1.923122998,2.224152993,3.86264225,3.201876599,0,0,2.400244252,3.900846603,2.701274248,3.576335511,2.224152993,0,2.701274248,0,0,2.224152993,1.923122998,0,2.768221038,0,1.923122998,3.099214257,3.284850834,4.192635942,3.454601915,0,0
0,2.000222633,3.284653367,3.398162642,1.699192637,0,2.352405151,3.290257244,2.90331262,3.988112243,2.720381936,0,1.699192637,1.398162642,2.699192637,3.217706577,0,0,2.000222633,4.744906696,2.79610265,3.406762813,2.243260682,3.060920473,3.473709603,1.875283896,0
